"student_id","math_score","reading_score","writing_score","Test_ID","Results_ID","Course_ID"
"0DB4F0C08BD8",100,100,100,"0DB4F0C08BD8",910,910
"5DFC51D3BB3C",75,79,83,"5DFC51D3BB3C",911,911
"9B5005FD8A1B",76,76,71,"9B5005FD8A1B",912,912
"A7C2EE515FB8",91,79,83,"A7C2EE515FB8",913,913
"619D49540715",75,77,71,"619D49540715",914,914
"320181ACE77A",73,81,83,"320181ACE77A",915,915
"240766E80C3D",58,63,64,"240766E80C3D",916,916
"8539A389EC5D",71,78,71,"8539A389EC5D",917,917
"947C271E8FDC",90,100,100,"947C271E8FDC",918,918
"42EAD879A019",84,82,83,"42EAD879A019",919,919
"F4835D2A718B",79,80,71,"F4835D2A718B",920,920
"48DAABACAE14",59,63,72,"48DAABACAE14",921,921
"F5BF6241319E",56,65,72,"F5BF6241319E",922,922
"2387ECDB2D21",65,64,64,"2387ECDB2D21",923,923
"0B34820D8833",99,100,100,"0B34820D8833",924,924
"35F14201AF59",77,82,83,"35F14201AF59",925,925
"4E013FE63B70",71,66,72,"4E013FE63B70",926,926
"D297CAC662B1",61,65,64,"D297CAC662B1",927,927
"723E537F641E",63,68,72,"723E537F641E",928,928
"BAC092D4164D",87,82,83,"BAC092D4164D",929,929
"C0E6B3F5D132",58,65,64,"C0E6B3F5D132",930,930
"885AFA4179F4",70,84,83,"885AFA4179F4",931,931
"8F6780D2A492",65,65,64,"8F6780D2A492",932,932
"1FE8E2345AEC",47,68,72,"1FE8E2345AEC",933,933
"4196D5803C25",79,84,83,"4196D5803C25",934,934
"12B92F8CBA64",79,68,72,"12B92F8CBA64",935,935
"850118A768B7",82,85,83,"850118A768B7",936,936
"CF98716BC4C6",61,69,72,"CF98716BC4C6",937,937
"50FF5F86E68D",56,69,72,"50FF5F86E68D",938,938
"31590F7B7763",69,85,83,"31590F7B7763",939,939
"79C116F98641",66,70,72,"79C116F98641",940,940
"F9E063FA0533",79,85,83,"F9E063FA0533",941,941
"E2258E4F09CA",75,71,72,"E2258E4F09CA",942,942
"746053366BAE",82,86,83,"746053366BAE",943,943
"211BCA3E5FEE",85,71,72,"211BCA3E5FEE",944,944
"E243123D40A3",79,88,83,"E243123D40A3",945,945
"EA1892100CDF",75,72,72,"EA1892100CDF",946,946
"B11DB932EAF4",74,88,83,"B11DB932EAF4",947,947
"2A238AE66A67",79,72,72,"2A238AE66A67",948,948
"5A45CFCB4819",79,88,83,"5A45CFCB4819",949,949
"DB0C9DBC1132",52,72,72,"DB0C9DBC1132",950,950
"A72A4B827F1F",94,91,83,"A72A4B827F1F",951,951
"57C7975F7905",67,73,72,"57C7975F7905",952,952
"7A26BADAAED8",81,93,83,"7A26BADAAED8",953,953
"30B694BB28A7",65,73,72,"30B694BB28A7",954,954
"37A85E7A9749",81,78,84,"37A85E7A9749",955,955
"535324A831C9",73,81,84,"535324A831C9",956,956
"42F0AA2F9D91",75,81,84,"42F0AA2F9D91",957,957
"78DE1881B331",60,73,72,"78DE1881B331",958,958
"AA7E547E96F1",89,74,72,"AA7E547E96F1",959,959
"C109B259FCA1",56,74,72,"C109B259FCA1",960,960
"9DBF6C7E95C5",59,75,72,"9DBF6C7E95C5",961,961
"3BFA1D44412E",65,82,84,"3BFA1D44412E",962,962
"18CBFA9D3A9F",83,83,84,"18CBFA9D3A9F",963,963
"9DD832A8F1AA",79,76,72,"9DD832A8F1AA",964,964
"CDD5C84A6CFC",64,77,72,"CDD5C84A6CFC",965,965
"ABD6FC557089",69,78,72,"ABD6FC557089",966,966
"B9D6C7F5FF5A",69,83,84,"B9D6C7F5FF5A",967,967
"FBAC0A9BF036",57,79,72,"FBAC0A9BF036",968,968
"92CF2A874655",61,84,72,"92CF2A874655",969,969
"B944854DBA45",77,69,73,"B944854DBA45",970,970
"A10DAD7189E6",62,70,73,"A10DAD7189E6",971,971
"F9B0DC5C7DF1",67,84,84,"F9B0DC5C7DF1",972,972
"89F1B077BA34",86,70,73,"89F1B077BA34",973,973
"77AF04C9984F",79,84,84,"77AF04C9984F",974,974
"7AA894032868",53,71,73,"7AA894032868",975,975
"AE79A2647B1A",83,85,84,"AE79A2647B1A",976,976
"FE3AA8261DD9",74,85,84,"FE3AA8261DD9",977,977
"7B093209362E",81,85,84,"7B093209362E",978,978
"F5298C3969C6",68,85,84,"F5298C3969C6",979,979
"7854354FFC63",61,71,73,"7854354FFC63",980,980
"08E6DDE2B401",86,87,84,"08E6DDE2B401",981,981
"E5A602A9BE24",79,88,84,"E5A602A9BE24",982,982
"2096CE6C860C",75,92,84,"2096CE6C860C",983,983
"F707B7C6FBC0",70,71,73,"F707B7C6FBC0",984,984
"72E5D0E6DA12",53,71,73,"72E5D0E6DA12",985,985
"B77EDAA37689",72,72,73,"B77EDAA37689",986,986
"9F97989FCF38",83,78,85,"9F97989FCF38",987,987
"21D6F8F21AA2",72,72,73,"21D6F8F21AA2",988,988
"B7B4ACCB8AFF",79,79,85,"B7B4ACCB8AFF",989,989
"C9D5EA88E5F8",70,74,73,"C9D5EA88E5F8",990,990
"3C28706699FF",71,80,85,"3C28706699FF",991,991
"FE6802584ED3",73,74,73,"FE6802584ED3",992,992
"E0648B7ECCC1",71,83,85,"E0648B7ECCC1",993,993
"40AC24919374",67,74,73,"40AC24919374",994,994
"EA4D0B05736A",60,75,73,"EA4D0B05736A",995,995
"762DE13EC60E",71,76,73,"762DE13EC60E",996,996
"35458460B846",68,76,73,"35458460B846",997,997
"9DA62A96796F",79,77,73,"9DA62A96796F",998,998
"A6F110D43D3E",85,77,73,"A6F110D43D3E",999,999
"8FA43DD771B2",80,77,73,"8FA43DD771B2",1000,1000
